Mg,Al,Ti,V,Mn,Fe,Cu,Zn,Y,Nb,La,Ce,Zr,Ta
0.000,0.000,0.000,0.000,0.000,233.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,367.877,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1426.544,860.339,184381.148,193.546,5190.816,111926.068,509.948,0.000,0.000,1382.730,0.000,0.000,0.000,689.130
0.000,0.000,0.000,0.000,0.000,0.000,0.000,1892.357,0.000,0.000,0.000,0.000,0.000,0.000
481.275,2236.918,77497.473,106.591,2281.699,77226.807,152.121,366.580,0.000,472.482,0.000,0.000,0.000,0.000
0.000,1436.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,76.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,746.078,794.223,0.000,0.000,2323.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,2677.944,0.000,0.000,0.000,365.882,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,420.439,0.000,0.000,0.000,2696.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,8743.113,0.000,243.279,10229.849,0.000,0.000,0.000,25.384,0.000,0.000,0.000,0.000
0.000,0.000,1055.227,0.000,0.000,1495.508,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,20773.149,1456.740,0.000,0.000,4471.623,0.000,0.000,0.000,0.000,660.952,9.718,0.000,0.000
0.000,719.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,208.311,49382.525,0.000,1424.442,52752.727,0.000,0.000,0.000,271.121,0.000,0.000,0.000,79.067
0.000,443.091,1313.287,0.000,0.000,8321.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,3533.214,0.000,0.000,0.000,2525.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,888.539,0.000,0.000,242.101,0.000,0.000,0.000,77.275,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,971.484,0.000,0.000,0.000,0.000,151.278,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,38461.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1127.095,13462.979,0.000,438.989,18209.280,0.000,0.000,0.000,156.653,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,290.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
890.872,480.261,124680.102,150.732,6226.829,111382.706,0.000,0.000,0.000,839.716,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,174.689,502.644,0.000,0.000,0.000,0.000,0.000,0.000
0.000,569.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,149.661,0.000,0.000,176.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,642.579,228.502,0.000,0.000,343.809,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,276.393,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,167.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,122.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,256.117,0.000,0.000,418.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,291.410,3064.701,0.000,91.149,4047.719,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,936.836,0.000,0.000,1618.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,4034.276,0.000,77.302,5535.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,192.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,233.583,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,2027.487,0.000,81.421,3084.463,0.000,0.000,0.000,21.057,0.000,0.000,0.000,0.000
0.000,1459.992,0.000,0.000,0.000,342.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,6843.036,0.000,0.000,0.000,179.297,0.000,0.000,0.000,0.000,0.000,853.927,0.000,0.000
0.000,254.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,85.701,0.000,0.000,113.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,238.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1257.214,519.120,0.000,0.000,570.063,34777.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,35649.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,532.323,13268.227,0.000,318.963,18783.026,0.000,0.000,0.000,50.752,28.020,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,118.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1317.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,613.044,29706.890,0.000,632.608,28717.963,0.000,0.000,0.000,179.165,0.000,0.000,0.000,0.000
479.516,7967.941,125742.503,218.295,2948.433,112019.124,226.180,415.376,0.000,1036.251,153.791,15.334,0.000,341.567
0.000,0.000,643.272,0.000,0.000,906.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,224.325,0.000,0.000,331.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,1076.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
