Mg,Al,Ti,V,Mn,Fe,Cu,Zn,Y,Nb,La,Ce,Zr,Ta
0.000,475.211,0.000,1288.909,0.000,1267.231,0.000,0.000,0.000,289.987,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,1223.001,1667.467,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,11144.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1317.386,0.000,0.000,0.000
0.000,2696.660,2071.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,2882.721,5503.774,0.000,0.000,189.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,6598.956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,195429.779,355.596,0.000,710.741,615.494,1489.848,0.000,169.733,0.000,0.000,0.000,0.000
0.000,1121.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53.570,0.000,0.000,0.000
0.000,294.134,232.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,3554.125,9026.232,0.000,0.000,298.286,0.000,0.000,0.000,0.000,280.264,0.000,0.000,0.000
0.000,0.000,269.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,859.601,270.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,8124.886,16867.701,0.000,0.000,222.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,74.241,0.000,0.000,0.000
0.000,617.696,523.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.496,0.000,0.000,0.000
0.000,1466.179,152916.771,232.117,0.000,903.334,0.000,0.000,0.000,152.659,4442.052,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,587.581,484.740,0.000,0.000,0.000,25.785,0.000,0.000
0.000,9016.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,645.975,0.000,0.000,0.000,86.967,56.829,0.000,0.000,0.000
0.000,0.000,114255.991,226.429,0.000,0.000,125.709,571.485,0.000,0.000,0.000,0.000,0.000,0.000
0.000,1066.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,173.387,0.000,0.000,0.000
0.000,3854.977,133628.418,324.406,0.000,303.071,0.000,0.000,0.000,125.079,59.568,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,493.291,535.858,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,5654.314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,3493.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,535577.282,1327.778,0.000,5060.261,1525.212,3462.469,0.000,444.175,0.000,0.000,0.000,0.000
0.000,3827.503,351688.616,1753.529,0.000,3880.342,1138.415,1966.118,0.000,413.589,0.000,0.000,0.000,0.000
0.000,715.582,241.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,3368.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,264.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,6978.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,202.148,0.000,0.000,0.000
0.000,0.000,56853.049,0.000,0.000,443.263,106.494,383.434,0.000,44.542,0.000,0.000,0.000,0.000
0.000,696.159,528.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.658,0.000,0.000,0.000
0.000,0.000,188.464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,7574.882,689.934,0.000,0.000,169.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,10460.615,299.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92.189,0.000,0.000,0.000
0.000,30282.365,288700.581,1324.175,90.463,11692.875,0.000,0.000,0.000,540.224,363.139,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,742.434,1987.702,0.000,0.000,0.000,0.000,0.000,0.000
0.000,626.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,27986.635,5267.871,0.000,0.000,160.906,0.000,0.000,0.000,0.000,451.696,0.000,0.000,0.000
0.000,0.000,691.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,80.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1344.319,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,990.840,4659.177,0.000,0.000,726.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,86.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,280.333,197.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,5138.454,0.000,0.000,0.000,151.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,109.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
